@startDateOnly,@value
2020-09-05,2128.5420000000045
2020-09-06,3268.190000000092
2020-09-07,1957.8850000000043
2020-09-08,2846.3559999999384
2020-09-09,2273.557000000019
2020-09-10,2297.945999999848
2020-09-11,2648.2489999995873
2020-09-12,2093.1840000000043
2020-09-13,2702.0929999999944
2020-09-14,2270.443999999855
2020-09-15,2452.37099999982
2020-09-16,1828.279000000001
2020-09-17,2308.584999999864
2020-09-18,1865.8589999999992
2020-09-19,2013.2700000000004
2020-09-20,2430.418000000065
2020-09-21,2246.7109999998947
2020-09-22,2390.8709999998537
2020-09-23,2266.626999999899
2020-09-24,2410.8529999998805
2020-09-25,1876.1860000000013
2020-09-26,2845.607999999749
2020-09-27,1950.8059999999998
2020-09-28,2713.7189999997577
2020-09-29,2153.7779999999175
2020-09-30,1869.2279999999978
2020-10-01,2314.8519999998753
2020-10-02,1967.3009999999992
2020-10-03,2393.8329999999037
2020-10-04,1887.644000000002
2020-10-05,1920.3060000000025
2020-10-06,1868.6879999999985
2020-10-07,1727.8590000000015
2020-10-08,2310.1439999999147
2020-10-09,1996.733999999995
2020-10-10,1875.3799999999978
2020-10-11,2449.8009999997616
2020-10-12,1917.7089999999964
2020-10-13,1901.126999999997
2020-10-14,1898.0389999999977
2020-10-15,2214.594999999924
2020-10-16,1957.1799999999987
2020-10-17,1896.5179999999982
2020-10-18,1960.033000000002
2020-10-19,2017.5489999999975
2020-10-20,2299.394999999894
2020-10-21,1918.046999999998
2020-10-22,2330.917999999892
2020-10-23,2432.924999999893
2020-10-24,1959.9550000000008
2020-10-25,659.4970000000001
